consent,focus_duration_single_task,main_distractions_multi,tired_even_without_hard_work,frustration_cant_stay_focused,busy_all_day_accomplish_little,behaviour_alignment,values_alignment_focus_effect,distraction_strategies_multi,focus_improvement_change_open,lose_focus_feeling_one_word,age_group,gender,work_status,country,values_top3_confidence,values_top3_open_1,values_top3_open_2,values_top3_open_3
yes,more_than_30_minutes,other,never,never,never,very_strongly_aligned,much_more_focused_energized,none_of_the_above,no improvement needed,,age_45_54,woman,self_employed,us,yes_definitely,,,
yes,21_30_minutes,internal_thoughts_worries;smartphone_notifications,sometimes,almost_always,often,neutral,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,i wish that my concentration could be better,frustrated,age_35_44,woman,employed_full_time,uk,somewhat,honesty,loyalty,
yes,11_20_minutes,background_noise_environment;smartphone_notifications;social_media_scrolling,sometimes,almost_always,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,Maybe turn my phone off or put it away completely,procrastinating,age_25_34,woman,employed_full_time,uk,somewhat,fairness,kindness_compassion,honesty
yes,more_than_30_minutes,email_messaging_apps;smartphone_notifications,sometimes,never,rarely,very_strongly_aligned,much_more_focused_energized,taking_breaks_exercise;working_in_quiet_spaces,I was able to work on just one task and not a numerous amounts,"Accomplished,  and postive",age_45_54,woman,employed_full_time,uk,yes_definitely,kindness_compassion,trust,loyalty
yes,5_10_minutes,internal_thoughts_worries;smartphone_notifications;social_media_scrolling,often,almost_always,often,neutral,somewhat_more_focused,none_of_the_above,"Feeling less pressured, so I approach things in little bits rather than one big very challenging 'chunk' would help me almost and focus better I think.",Overwhelmed,age_55_plus,woman,employed_part_time,au,somewhat,hard_work_diligence,kindness_compassion,hard_work_diligence
yes,21_30_minutes,background_noise_environment;smartphone_notifications;social_media_scrolling,sometimes,sometimes,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;using_apps_block_distractions,I wish I felt less tired all the time and this would help me focus more.,Fustrated,age_35_44,woman,employed_full_time,uk,somewhat,,,kindness_compassion
yes,11_20_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,often,neutral,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,To not have brain fog,Irritated,age_45_54,woman,unemployed,uk,somewhat,honesty,integrity,
yes,11_20_minutes,colleagues_family_friends;multitasking_switching_tasks,sometimes,sometimes,rarely,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Menopausal brain fog.,Frustrated,age_45_54,woman,employed_full_time,uk,yes_definitely,family,integrity,
yes,more_than_30_minutes,multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,no_difference,working_in_quiet_spaces,Stop switching between tasks,tired,age_55_plus,man,employed_full_time,uk,somewhat,honesty,,integrity
yes,11_20_minutes,email_messaging_apps;internal_thoughts_worries;multitasking_switching_tasks,rarely,rarely,rarely,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise,Reduce multitasking or even thinking about next tasks,Destructed,age_35_44,woman,employed_part_time,uk,somewhat,integrity,,
yes,more_than_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,sometimes,sometimes,often,somewhat_misaligned,somewhat_more_focused,silencing_notifications;working_in_quiet_spaces,more willpower - stop being sidetracked,guilty,age_35_44,woman,employed_full_time,uk,not_really,loyalty,hard_work_diligence,
yes,more_than_30_minutes,email_messaging_apps;internal_thoughts_worries;social_media_scrolling,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;scheduling_focus_time_timers;taking_breaks_exercise,I would remove the need for a smartphone from my life.,Frustrated,age_25_34,man,employed_full_time,uk,yes_definitely,loyalty,honesty,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;internal_thoughts_worries;smartphone_notifications,almost_always,sometimes,sometimes,neutral,somewhat_more_focused,working_in_quiet_spaces,Not checking my emails and messages as often.,Annoyed,age_55_plus,woman,self_employed,uk,not_really,honesty,loyalty,kindness_compassion
yes,21_30_minutes,background_noise_environment;smartphone_notifications;social_media_scrolling,sometimes,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise,No social media,Frustrated,age_18_24,woman,employed_full_time,uk,somewhat,integrity,honesty,
yes,more_than_30_minutes,smartphone_notifications,rarely,rarely,sometimes,neutral,somewhat_more_focused,taking_breaks_exercise;working_in_quiet_spaces,more exciting work,fraustrated,age_35_44,woman,employed_full_time,uk,somewhat,loyalty,,
yes,11_20_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,sometimes,often,sometimes,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,To have a better attention span as I sometimes struggle with this and to have more time alone with no one around me which helps me focus more,Frustrated,age_35_44,woman,employed_full_time,uk,somewhat,honesty,trust,hard_work_diligence
yes,5_10_minutes,internal_thoughts_worries;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,neutral,less_focused,taking_breaks_exercise;working_in_quiet_spaces,stop mind from wondering,bored,age_55_plus,man,employed_part_time,uk,not_at_all,,,
yes,more_than_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,much_more_focused_energized,silencing_notifications;taking_breaks_exercise,"Work from home more often as most of the time the distractions are from being in the office and just chatting to colleagues or colleagues entering office for advice, at least when working from home I can just ignore their teams calls haha","Annoyed as it can take a while to gain focus back for the task at hand, once you lose focus you tend to go and do other things like make a cup of tea.",age_45_54,man,employed_full_time,uk,somewhat,honesty,kindness_compassion,fairness
yes,11_20_minutes,internal_thoughts_worries;smartphone_notifications,rarely,rarely,rarely,neutral,neutral,none_of_the_above,more patience,frustrated,age_55_plus,man,other,uk,not_at_all,integrity,,
yes,more_than_30_minutes,colleagues_family_friends;smartphone_notifications;social_media_scrolling,sometimes,sometimes,rarely,somewhat_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;silencing_notifications;using_apps_block_distractions,never take my phone to work,horrible,age_25_34,man,employed_full_time,us,somewhat,kindness_compassion,hard_work_diligence,
yes,more_than_30_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,often,often,often,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,Have my own office.,Frustrated.,age_35_44,man,unemployed,uk,not_really,integrity,,
yes,11_20_minutes,colleagues_family_friends;email_messaging_apps;internal_thoughts_worries,sometimes,almost_always,sometimes,somewhat_misaligned,somewhat_more_focused,aligning_tasks_with_priorities_values;silencing_notifications;working_in_quiet_spaces,Working on my own in a space of my own,Frustrated,age_35_44,woman,employed_part_time,uk,yes_definitely,,,kindness_compassion
yes,more_than_30_minutes,background_noise_environment;multitasking_switching_tasks;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,none_of_the_above,I think it would be to stop multitasking and just finishing tasks in order as I start them (wherever possible),Frustrated,age_45_54,man,self_employed,uk,somewhat,integrity,honesty,
yes,11_20_minutes,background_noise_environment;email_messaging_apps;smartphone_notifications,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,aligning_tasks_with_priorities_values;taking_breaks_exercise,To work in a room away from the noise from the kitchen,uncomfortable,age_45_54,woman,unemployed,uk,somewhat,honesty,,
yes,more_than_30_minutes,colleagues_family_friends;email_messaging_apps;internal_thoughts_worries,rarely,often,rarely,neutral,much_more_focused_energized,aligning_tasks_with_priorities_values;working_in_quiet_spaces,To be able to get more sleep,Frustration,age_45_54,man,employed_full_time,uk,somewhat,honesty,kindness_compassion,kindness_compassion
yes,more_than_30_minutes,colleagues_family_friends;internal_thoughts_worries;multitasking_switching_tasks,rarely,sometimes,sometimes,somewhat_aligned,somewhat_more_focused,scheduling_focus_time_timers;silencing_notifications;taking_breaks_exercise,"To be alone, work alone",distracted,age_55_plus,man,employed_part_time,uk,somewhat,loyalty,,
yes,11_20_minutes,multitasking_switching_tasks;smartphone_notifications;social_media_scrolling,sometimes,often,often,neutral,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,"I would completely remove my mobile phone of a distraction. It's not only social media for me, it's playing games and things of that nature.",Distressed,age_25_34,man,employed_part_time,uk,yes_definitely,family,,
yes,more_than_30_minutes,email_messaging_apps;multitasking_switching_tasks;smartphone_notifications,sometimes,sometimes,sometimes,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise,Ability to not get distracted when something gets a little bit hard (although I do find distraction helps my brain find a solution).,Unproductive,age_35_44,woman,self_employed,uk,yes_definitely,,,
yes,21_30_minutes,colleagues_family_friends;multitasking_switching_tasks;smartphone_notifications,rarely,rarely,sometimes,very_strongly_aligned,somewhat_more_focused,taking_breaks_exercise,Be more willing to put phone away,Annoyed,age_45_54,woman,employed_part_time,uk,somewhat,family,,
yes,21_30_minutes,colleagues_family_friends;email_messaging_apps;smartphone_notifications,often,sometimes,rarely,very_strongly_aligned,no_difference,silencing_notifications;taking_breaks_exercise,Being able to focusb on one task at a time.,Frustrated.,age_45_54,man,employed_full_time,uk,somewhat,kindness_compassion,honesty,fairness
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;internal_thoughts_worries,often,almost_always,almost_always,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,"I wish that I could have unlimited focus and mental energy. Most tasks, even if small, feel like they take an overwhelming amount of energy just to get done. I'd like to have hours of spending time completing one thing and zoning in, no intrusive thoughts.",scatterbrained,age_25_34,woman,unemployed,us,somewhat,kindness_compassion,fairness,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;multitasking_switching_tasks,sometimes,often,rarely,somewhat_aligned,less_focused,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;using_apps_block_distractions,"Less background noise, whether I am at work or at home I find it very overwhelming on my ability to focus.",Frustrated,age_35_44,woman,employed_full_time,uk,yes_definitely,kindness_compassion,honesty,
yes,21_30_minutes,background_noise_environment;colleagues_family_friends;multitasking_switching_tasks,rarely,sometimes,rarely,very_strongly_aligned,much_more_focused_energized,aligning_tasks_with_priorities_values;taking_breaks_exercise;working_in_quiet_spaces,Make lists with timings and set targets,annoyed,age_55_plus,man,employed_full_time,uk,yes_definitely,honesty,integrity,
yes,21_30_minutes,internal_thoughts_worries;multitasking_switching_tasks;social_media_scrolling,sometimes,often,sometimes,somewhat_aligned,no_difference,aligning_tasks_with_priorities_values;silencing_notifications;taking_breaks_exercise;working_in_quiet_spaces,If I could do more activities that I want to do that are fun instead of telling myself I'll do them and then don't do them,Disappointed,age_25_34,woman,unemployed,us,not_really,integrity,,
yes,11_20_minutes,email_messaging_apps;smartphone_notifications;social_media_scrolling,sometimes,sometimes,rarely,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,To be able to stop when I've finished something and just start without putting it off,Frustrated,age_25_34,woman,employed_full_time,uk,not_really,,kindness_compassion,loyalty
yes,5_10_minutes,background_noise_environment;internal_thoughts_worries;multitasking_switching_tasks,sometimes,often,sometimes,somewhat_aligned,somewhat_more_focused,silencing_notifications;taking_breaks_exercise,My uncomfortable chair,Bored,age_45_54,woman,employed_full_time,uk,yes_definitely,honesty,,
